2024-09-14 03:46:02,5237.300033569336
2024-09-14 03:46:04,6024.600067138672
2024-09-14 03:51:42,8249.600067138672
2024-09-14 03:51:44,9036.900100708008
2024-09-14 03:53:15,11261.900100708008
2024-09-14 03:53:17,12049.200134277344
2024-09-14 03:58:36,14274.200134277344
2024-09-14 03:58:37,15061.50016784668
2024-09-14 04:02:47,17286.50016784668
2024-09-14 04:02:48,18073.800201416016
2024-09-14 04:07:44,20298.800201416016
2024-09-14 04:07:46,21086.10023498535
2024-09-14 04:12:03,21873.400268554688
2024-09-14 04:12:49,22660.700302124023
2024-09-14 04:17:44,24885.700302124023
2024-09-14 04:17:46,25673.00033569336
2024-09-14 04:26:09,27898.00033569336
2024-09-14 04:26:11,28685.300369262695
